match_id,batting_team,bowling_team,over,batter,bowler,batsman_runs,total_runs,season
733979,Rajasthan Royals,Kolkata Knight Riders,18,STR Binny,SP Narine,6,6,2014
733979,Rajasthan Royals,Kolkata Knight Riders,19,R Bhatia,R Vinay Kumar,6,6,2014
733979,Kolkata Knight Riders,Rajasthan Royals,6,RV Uthappa,R Bhatia,6,6,2014
733979,Kolkata Knight Riders,Rajasthan Royals,10,RV Uthappa,R Tewatia,6,6,2014
733979,Kolkata Knight Riders,Rajasthan Royals,12,G Gambhir,R Bhatia,6,6,2014
733979,Kolkata Knight Riders,Rajasthan Royals,12,RV Uthappa,R Bhatia,6,6,2014
733979,Kolkata Knight Riders,Rajasthan Royals,17,Shakib Al Hasan,TG Southee,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,3,Q de Kock,IC Pandey,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,3,Q de Kock,IC Pandey,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,8,KD Karthik,RA Jadeja,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,10,KD Karthik,MM Sharma,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,12,KD Karthik,BW Hilfenhaus,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,13,M Vijay,R Ashwin,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,19,KM Jadhav,MM Sharma,6,6,2014
733981,Delhi Daredevils,Chennai Super Kings,19,KM Jadhav,MM Sharma,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,3,DR Smith,JD Unadkat,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,3,DR Smith,JD Unadkat,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,3,DR Smith,JD Unadkat,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,8,DR Smith,S Nadeem,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,10,DR Smith,S Nadeem,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,12,DR Smith,Mohammed Shami,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,13,DR Smith,LR Shukla,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,15,SK Raina,WD Parnell,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,17,DR Smith,Mohammed Shami,6,6,2014
733981,Chennai Super Kings,Delhi Daredevils,19,MS Dhoni,JD Unadkat,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,3,CM Gautam,HV Patel,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,4,CM Gautam,VR Aaron,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,7,CM Gautam,AB Dinda,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,9,CJ Anderson,YS Chahal,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,17,RG Sharma,AB Dinda,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,18,RG Sharma,VR Aaron,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,18,RG Sharma,VR Aaron,6,6,2014
733983,Mumbai Indians,Royal Challengers Bangalore,18,RG Sharma,VR Aaron,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,2,CH Gayle,P Suyal,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,2,CH Gayle,P Suyal,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,5,CH Gayle,Harbhajan Singh,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,8,V Kohli,KA Pollard,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,9,V Kohli,Harbhajan Singh,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,15,RR Rossouw,KA Pollard,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,17,HV Patel,JJ Bumrah,6,6,2014
733983,Royal Challengers Bangalore,Mumbai Indians,18,RR Rossouw,SL Malinga,6,6,2014
733985,Delhi Daredevils,Kolkata Knight Riders,7,M Vijay,R Vinay Kumar,6,6,2014
733985,Delhi Daredevils,Kolkata Knight Riders,10,KD Karthik,JH Kallis,6,6,2014
733985,Delhi Daredevils,Kolkata Knight Riders,16,KM Jadhav,R Vinay Kumar,6,6,2014
733985,Delhi Daredevils,Kolkata Knight Riders,17,JP Duminy,SP Narine,6,6,2014
733985,Delhi Daredevils,Kolkata Knight Riders,18,JP Duminy,JH Kallis,6,6,2014
733985,Delhi Daredevils,Kolkata Knight Riders,19,JP Duminy,SP Narine,6,6,2014
733985,Kolkata Knight Riders,Delhi Daredevils,4,G Gambhir,LR Shukla,6,6,2014
733985,Kolkata Knight Riders,Delhi Daredevils,6,RV Uthappa,JP Duminy,6,6,2014
733985,Kolkata Knight Riders,Delhi Daredevils,16,G Gambhir,JP Duminy,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,3,V Sehwag,BW Hilfenhaus,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,10,GJ Maxwell,R Ashwin,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,10,GJ Maxwell,R Ashwin,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,11,DA Miller,RA Jadeja,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,12,GJ Maxwell,R Ashwin,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,12,GJ Maxwell,R Ashwin,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,13,GJ Maxwell,IC Pandey,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,14,DA Miller,RA Jadeja,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,15,GJ Maxwell,DR Smith,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,15,GJ Maxwell,DR Smith,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,15,GJ Maxwell,DR Smith,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,19,GJ Bailey,MM Sharma,6,6,2014
733987,Kings XI Punjab,Chennai Super Kings,19,GJ Bailey,MM Sharma,6,6,2014
733987,Chennai Super Kings,Kings XI Punjab,5,SK Raina,Sandeep Sharma,6,6,2014
733987,Chennai Super Kings,Kings XI Punjab,16,F du Plessis,MG Johnson,6,6,2014
733987,Chennai Super Kings,Kings XI Punjab,18,MS Dhoni,MG Johnson,6,6,2014
733987,Chennai Super Kings,Kings XI Punjab,19,M Manhas,R Dhawan,6,6,2014
733989,Rajasthan Royals,Sunrisers Hyderabad,3,SV Samson,DW Steyn,6,6,2014
733991,Kings XI Punjab,Royal Challengers Bangalore,7,GJ Maxwell,Yuvraj Singh,6,6,2014
733991,Kings XI Punjab,Royal Challengers Bangalore,7,GJ Maxwell,Yuvraj Singh,6,6,2014
733991,Kings XI Punjab,Royal Challengers Bangalore,10,DA Miller,YS Chahal,6,6,2014
733991,Kings XI Punjab,Royal Challengers Bangalore,15,DA Miller,HV Patel,6,6,2014
733991,Kings XI Punjab,Royal Challengers Bangalore,15,DA Miller,HV Patel,6,6,2014
733991,Kings XI Punjab,Royal Challengers Bangalore,15,WP Saha,HV Patel,6,6,2014
733991,Kings XI Punjab,Royal Challengers Bangalore,17,MG Johnson,HV Patel,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,5,S Rana,Sandeep Sharma,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,10,AB de Villiers,GJ Maxwell,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,10,JA Morkel,GJ Maxwell,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,10,JA Morkel,GJ Maxwell,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,11,AB de Villiers,Shivam Sharma,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,13,AB de Villiers,Shivam Sharma,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,15,AB de Villiers,L Balaji,6,6,2014
733991,Royal Challengers Bangalore,Kings XI Punjab,19,VR Aaron,L Balaji,6,6,2014
733993,Delhi Daredevils,Sunrisers Hyderabad,4,KP Pietersen,KV Sharma,6,6,2014
733993,Delhi Daredevils,Sunrisers Hyderabad,5,KP Pietersen,MC Henriques,6,6,2014
733993,Delhi Daredevils,Sunrisers Hyderabad,10,LR Shukla,A Mishra,6,6,2014
733993,Delhi Daredevils,Sunrisers Hyderabad,12,KD Karthik,DW Steyn,6,6,2014
733993,Delhi Daredevils,Sunrisers Hyderabad,13,KD Karthik,KV Sharma,6,6,2014
733993,Sunrisers Hyderabad,Delhi Daredevils,3,NV Ojha,R Shukla,6,6,2014
733993,Sunrisers Hyderabad,Delhi Daredevils,4,NV Ojha,LR Shukla,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,4,LMP Simmons,S Badree,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,4,LMP Simmons,S Badree,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,5,AT Rayudu,IC Pandey,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,10,AT Rayudu,RA Jadeja,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,15,AT Rayudu,RA Jadeja,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,17,AT Rayudu,R Ashwin,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,19,CJ Anderson,IC Pandey,6,6,2014
733995,Mumbai Indians,Chennai Super Kings,19,CJ Anderson,IC Pandey,6,6,2014
733995,Chennai Super Kings,Mumbai Indians,3,BB McCullum,JJ Bumrah,6,6,2014
733995,Chennai Super Kings,Mumbai Indians,9,DR Smith,KA Pollard,6,6,2014
733995,Chennai Super Kings,Mumbai Indians,12,DR Smith,Harbhajan Singh,6,6,2014
733995,Chennai Super Kings,Mumbai Indians,13,F du Plessis,CJ Anderson,6,6,2014
733995,Chennai Super Kings,Mumbai Indians,15,DR Smith,P Kumar,6,6,2014
733995,Chennai Super Kings,Mumbai Indians,19,MS Dhoni,KA Pollard,6,6,2014
733997,Kings XI Punjab,Kolkata Knight Riders,7,V Sehwag,JH Kallis,6,6,2014
733997,Kings XI Punjab,Kolkata Knight Riders,19,MG Johnson,SP Narine,6,6,2014
733997,Kolkata Knight Riders,Kings XI Punjab,3,RV Uthappa,MG Johnson,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,10,Yuvraj Singh,R Tewatia,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,12,Yuvraj Singh,R Bhatia,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,14,Yuvraj Singh,PV Tambe,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,15,Yuvraj Singh,KW Richardson,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,15,AB de Villiers,KW Richardson,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,16,Yuvraj Singh,SR Watson,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,17,AB de Villiers,JP Faulkner,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,17,AB de Villiers,JP Faulkner,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,18,Yuvraj Singh,KW Richardson,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,18,Yuvraj Singh,KW Richardson,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,19,AB de Villiers,JP Faulkner,6,6,2014
733999,Royal Challengers Bangalore,Rajasthan Royals,19,AB de Villiers,JP Faulkner,6,6,2014
733999,Rajasthan Royals,Royal Challengers Bangalore,10,SV Samson,Yuvraj Singh,6,6,2014
733999,Rajasthan Royals,Royal Challengers Bangalore,13,SPD Smith,Yuvraj Singh,6,6,2014
733999,Rajasthan Royals,Royal Challengers Bangalore,14,SPD Smith,VR Aaron,6,6,2014
733999,Rajasthan Royals,Royal Challengers Bangalore,16,JP Faulkner,MA Starc,6,6,2014
733999,Rajasthan Royals,Royal Challengers Bangalore,17,SPD Smith,AB Dinda,6,6,2014
733999,Rajasthan Royals,Royal Challengers Bangalore,18,JP Faulkner,VR Aaron,6,6,2014
733999,Rajasthan Royals,Royal Challengers Bangalore,18,JP Faulkner,VR Aaron,6,6,2014
734001,Sunrisers Hyderabad,Mumbai Indians,5,AJ Finch,PP Ojha,6,6,2014
734001,Sunrisers Hyderabad,Mumbai Indians,7,AJ Finch,PP Ojha,6,6,2014
734001,Sunrisers Hyderabad,Mumbai Indians,18,DA Warner,SL Malinga,6,6,2014
734001,Sunrisers Hyderabad,Mumbai Indians,18,DA Warner,SL Malinga,6,6,2014
734001,Sunrisers Hyderabad,Mumbai Indians,19,NV Ojha,KA Pollard,6,6,2014
734001,Mumbai Indians,Sunrisers Hyderabad,4,LMP Simmons,IK Pathan,6,6,2014
734001,Mumbai Indians,Sunrisers Hyderabad,4,LMP Simmons,IK Pathan,6,6,2014
734001,Mumbai Indians,Sunrisers Hyderabad,6,AT Rayudu,A Mishra,6,6,2014
734001,Mumbai Indians,Sunrisers Hyderabad,8,LMP Simmons,A Mishra,6,6,2014
734001,Mumbai Indians,Sunrisers Hyderabad,9,LMP Simmons,KV Sharma,6,6,2014
734001,Mumbai Indians,Sunrisers Hyderabad,11,AT Rayudu,IK Pathan,6,6,2014
734003,Rajasthan Royals,Chennai Super Kings,1,SR Watson,IC Pandey,6,6,2014
734003,Rajasthan Royals,Chennai Super Kings,5,Ankit Sharma,R Ashwin,6,6,2014
734003,Rajasthan Royals,Chennai Super Kings,9,SR Watson,V Shankar,6,6,2014
734003,Rajasthan Royals,Chennai Super Kings,9,SR Watson,V Shankar,6,6,2014
734003,Rajasthan Royals,Chennai Super Kings,12,SR Watson,MM Sharma,6,6,2014
734003,Rajasthan Royals,Chennai Super Kings,14,STR Binny,S Badree,6,6,2014
734003,Rajasthan Royals,Chennai Super Kings,16,STR Binny,RA Jadeja,6,6,2014
734003,Chennai Super Kings,Rajasthan Royals,0,BB McCullum,Ankit Sharma,6,6,2014
734003,Chennai Super Kings,Rajasthan Royals,1,DR Smith,JP Faulkner,6,6,2014
734003,Chennai Super Kings,Rajasthan Royals,1,DR Smith,JP Faulkner,6,6,2014
734003,Chennai Super Kings,Rajasthan Royals,18,RA Jadeja,KK Cooper,6,6,2014
734003,Chennai Super Kings,Rajasthan Royals,19,MS Dhoni,JP Faulkner,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,1,CH Gayle,Mohammed Shami,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,2,CH Gayle,JP Duminy,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,11,AB de Villiers,S Kaul,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,16,Yuvraj Singh,Imran Tahir,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,16,Yuvraj Singh,Imran Tahir,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,16,Yuvraj Singh,Imran Tahir,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,17,Yuvraj Singh,Mohammed Shami,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,18,Yuvraj Singh,S Kaul,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,19,Yuvraj Singh,R Shukla,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,19,Yuvraj Singh,R Shukla,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,19,Yuvraj Singh,R Shukla,6,6,2014
734005,Royal Challengers Bangalore,Delhi Daredevils,19,Yuvraj Singh,R Shukla,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,2,MA Agarwal,M Muralitharan,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,6,KP Pietersen,Yuvraj Singh,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,7,MA Agarwal,YS Chahal,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,11,JP Duminy,YS Chahal,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,11,JP Duminy,YS Chahal,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,14,JP Duminy,YS Chahal,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,16,KM Jadhav,AN Ahmed,6,6,2014
734005,Delhi Daredevils,Royal Challengers Bangalore,19,KM Jadhav,MA Starc,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,4,S Dhawan,Sandeep Sharma,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,7,S Dhawan,AR Patel,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,10,NV Ojha,Shivam Sharma,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,12,NV Ojha,Shivam Sharma,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,12,NV Ojha,Shivam Sharma,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,14,DA Warner,R Dhawan,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,14,NV Ojha,R Dhawan,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,17,DA Warner,AR Patel,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,17,DA Warner,AR Patel,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,18,NV Ojha,Sandeep Sharma,6,6,2014
734007,Sunrisers Hyderabad,Kings XI Punjab,19,NV Ojha,R Dhawan,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,1,M Vohra,DW Steyn,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,3,WP Saha,MC Henriques,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,5,WP Saha,MC Henriques,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,7,GJ Maxwell,KV Sharma,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,7,GJ Maxwell,KV Sharma,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,7,GJ Maxwell,KV Sharma,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,8,M Vohra,DW Steyn,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,11,GJ Maxwell,KV Sharma,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,11,GJ Maxwell,KV Sharma,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,17,GJ Bailey,DW Steyn,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,17,GJ Bailey,DW Steyn,6,6,2014
734007,Kings XI Punjab,Sunrisers Hyderabad,18,GJ Bailey,B Kumar,6,6,2014
734009,Mumbai Indians,Kolkata Knight Riders,2,AT Rayudu,M Morkel,6,6,2014
734009,Mumbai Indians,Kolkata Knight Riders,13,CJ Anderson,PP Chawla,6,6,2014
734009,Mumbai Indians,Kolkata Knight Riders,15,RG Sharma,M Morkel,6,6,2014
734009,Mumbai Indians,Kolkata Knight Riders,15,RG Sharma,M Morkel,6,6,2014
734009,Kolkata Knight Riders,Mumbai Indians,4,RV Uthappa,PP Ojha,6,6,2014
734009,Kolkata Knight Riders,Mumbai Indians,15,RV Uthappa,LMP Simmons,6,6,2014
734009,Kolkata Knight Riders,Mumbai Indians,15,RV Uthappa,LMP Simmons,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,4,KK Nair,S Kaul,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,5,KK Cooper,S Nadeem,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,7,KK Cooper,S Nadeem,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,10,KK Cooper,JP Duminy,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,11,SV Samson,MK Tiwary,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,14,SV Samson,S Kaul,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,14,SV Samson,S Kaul,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,16,AM Rahane,S Nadeem,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,18,BCJ Cutting,MK Tiwary,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,18,JP Faulkner,MK Tiwary,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,19,JP Faulkner,R Shukla,6,6,2014
734011,Rajasthan Royals,Delhi Daredevils,19,JP Faulkner,R Shukla,6,6,2014
734011,Delhi Daredevils,Rajasthan Royals,6,JP Duminy,PV Tambe,6,6,2014
734011,Delhi Daredevils,Rajasthan Royals,12,MK Tiwary,R Bhatia,6,6,2014
734011,Delhi Daredevils,Rajasthan Royals,19,MK Tiwary,DS Kulkarni,6,6,2014
734013,Chennai Super Kings,Royal Challengers Bangalore,0,BB McCullum,M Muralitharan,6,6,2014
734013,Chennai Super Kings,Royal Challengers Bangalore,2,BB McCullum,VR Aaron,6,6,2014
734013,Chennai Super Kings,Royal Challengers Bangalore,12,DJ Hussey,YS Chahal,6,6,2014
734013,Chennai Super Kings,Royal Challengers Bangalore,12,SK Raina,YS Chahal,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,6,CH Gayle,S Badree,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,10,V Kohli,RA Jadeja,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,14,CH Gayle,RA Jadeja,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,15,AB de Villiers,DJ Hussey,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,16,AB de Villiers,R Ashwin,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,16,CH Gayle,R Ashwin,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,17,AB de Villiers,DJ Hussey,6,6,2014
734013,Royal Challengers Bangalore,Chennai Super Kings,19,Yuvraj Singh,DJ Hussey,6,6,2014
734015,Sunrisers Hyderabad,Kolkata Knight Riders,6,DA Warner,Shakib Al Hasan,6,6,2014
734015,Sunrisers Hyderabad,Kolkata Knight Riders,7,NV Ojha,RN ten Doeschate,6,6,2014
734015,Sunrisers Hyderabad,Kolkata Knight Riders,8,NV Ojha,Shakib Al Hasan,6,6,2014
734015,Sunrisers Hyderabad,Kolkata Knight Riders,9,DA Warner,SP Narine,6,6,2014
734015,Kolkata Knight Riders,Sunrisers Hyderabad,5,RV Uthappa,DW Steyn,6,6,2014
734015,Kolkata Knight Riders,Sunrisers Hyderabad,11,MK Pandey,A Mishra,6,6,2014
734015,Kolkata Knight Riders,Sunrisers Hyderabad,14,YK Pathan,A Mishra,6,6,2014
734015,Kolkata Knight Riders,Sunrisers Hyderabad,17,YK Pathan,B Kumar,6,6,2014
734015,Kolkata Knight Riders,Sunrisers Hyderabad,19,RN ten Doeschate,B Kumar,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,10,MEK Hussey,JP Faulkner,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,11,MEK Hussey,Ankit Sharma,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,12,LMP Simmons,R Bhatia,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,13,LMP Simmons,KK Cooper,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,15,KA Pollard,R Bhatia,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,16,RG Sharma,KK Cooper,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,18,RG Sharma,DS Kulkarni,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,19,RG Sharma,JP Faulkner,6,6,2014
734017,Mumbai Indians,Rajasthan Royals,19,RG Sharma,JP Faulkner,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,1,KK Nair,K Santokie,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,3,KK Nair,KA Pollard,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,6,KK Nair,PP Ojha,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,14,BJ Hodge,S Gopal,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,16,JP Faulkner,K Santokie,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,17,BJ Hodge,JJ Bumrah,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,18,JP Faulkner,K Santokie,6,6,2014
734017,Rajasthan Royals,Mumbai Indians,18,BJ Hodge,K Santokie,6,6,2014
734019,Delhi Daredevils,Kings XI Punjab,3,KP Pietersen,BE Hendricks,6,6,2014
734019,Delhi Daredevils,Kings XI Punjab,4,KD Karthik,Sandeep Sharma,6,6,2014
734019,Delhi Daredevils,Kings XI Punjab,14,KD Karthik,R Dhawan,6,6,2014
734019,Delhi Daredevils,Kings XI Punjab,15,KD Karthik,Shivam Sharma,6,6,2014
734019,Delhi Daredevils,Kings XI Punjab,17,MA Agarwal,Sandeep Sharma,6,6,2014
734019,Kings XI Punjab,Delhi Daredevils,2,M Vohra,WD Parnell,6,6,2014
734019,Kings XI Punjab,Delhi Daredevils,3,M Vohra,Mohammed Shami,6,6,2014
734019,Kings XI Punjab,Delhi Daredevils,3,M Vohra,Mohammed Shami,6,6,2014
734019,Kings XI Punjab,Delhi Daredevils,6,GJ Maxwell,Imran Tahir,6,6,2014
734019,Kings XI Punjab,Delhi Daredevils,7,V Sehwag,JP Duminy,6,6,2014
734019,Kings XI Punjab,Delhi Daredevils,17,AR Patel,JD Unadkat,6,6,2014
734021,Royal Challengers Bangalore,Sunrisers Hyderabad,10,Yuvraj Singh,Parvez Rasool,6,6,2014
734021,Royal Challengers Bangalore,Sunrisers Hyderabad,11,V Kohli,KV Sharma,6,6,2014
734021,Royal Challengers Bangalore,Sunrisers Hyderabad,11,V Kohli,KV Sharma,6,6,2014
734021,Royal Challengers Bangalore,Sunrisers Hyderabad,15,AB de Villiers,DJG Sammy,6,6,2014
734021,Royal Challengers Bangalore,Sunrisers Hyderabad,15,V Kohli,DJG Sammy,6,6,2014
734021,Royal Challengers Bangalore,Sunrisers Hyderabad,17,V Kohli,IK Pathan,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,2,S Dhawan,VR Aaron,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,10,DA Warner,M Muralitharan,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,11,DA Warner,YS Chahal,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,11,DA Warner,YS Chahal,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,13,NV Ojha,YS Chahal,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,15,DA Warner,AN Ahmed,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,18,NV Ojha,VR Aaron,6,6,2014
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,18,DJG Sammy,VR Aaron,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,3,BB McCullum,PJ Cummins,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,3,BB McCullum,PJ Cummins,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,4,SK Raina,SP Narine,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,11,SK Raina,PP Chawla,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,13,SK Raina,PP Chawla,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,13,SK Raina,PP Chawla,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,15,SK Raina,Shakib Al Hasan,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,18,RA Jadeja,SP Narine,6,6,2014
734023,Chennai Super Kings,Kolkata Knight Riders,19,MS Dhoni,UT Yadav,6,6,2014
734023,Kolkata Knight Riders,Chennai Super Kings,9,RV Uthappa,R Ashwin,6,6,2014
